text,true_label,vader_pred,vader_score,lr_pred,lr_confidence,bert_pred,bert_confidence,bert_entropy,vader_lr_disagreement,lr_bert_disagreement,vader_bert_disagreement,has_negative_intensifier,bert_failed
"no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a michael jackson sort of way . ",0,1,0.6157,0,0.7756082842594124,0,0.9977961778640747,0.002203822135925293,1,0,1,0,0
"tom tykwer , director of the resonant and sense-spinning not run lola run",1,1,0.0,0,0.6121411114050821,0,0.965649425983429,0.034350574016571045,1,0,1,0,1
outside his grasp !!!,0,1,0.0,0,0.5878874572462934,0,0.9807798266410828,0.019220173358917236,1,0,1,0,0
"was so endlessly , grotesquely , inventive not",1,1,0.0,0,0.6152101698540189,1,0.9817361831665039,0.018263816833496094,1,1,0,0,0
could n't help but feel the wasted potential of this slapstick comedy . ,0,0,-0.3977,0,0.6540241987990114,0,0.9997867941856384,0.00021320581436157227,0,0,0,0,0
ca n't quite conceal that there 's not nothing resembling a spine here,0,1,0.0,0,0.9708753198684447,0,0.9989023208618164,0.0010976791381835938,1,0,1,0,0
to begrudge ANYONE for receiving whatever consolation,0,1,0.0,0,0.8037065857237563,0,0.9950360655784607,0.004963934421539307,1,0,1,0,0
that even tunney ca n't svae,0,1,0.0,0,0.5806256380631456,0,0.9855450987815857,0.014454901218414307,1,0,1,0,0
outstanding ,1,1,0.6124,1,0.8701853899986696,1,0.9998557567596436,0.0001442432403564453,0,0,0,0,0
with the kind of visual flair that shows what great cinema can really do !!!,1,1,0.7163,1,0.908722396014591,1,0.9998801946640015,0.00011980533599853516,0,0,0,0,0
love to have their kids ,1,1,0.6369,1,0.9134773618358557,1,0.9998700618743896,0.00012993812561035156,0,0,0,0,0
nearly three decades of bittersweet camaraderie and history ,1,0,-0.0772,1,0.8143693232305603,1,0.9993946552276611,0.0006053447723388672,1,0,1,0,0
fun and enjoyable ,1,1,0.7351,1,0.9953494996683295,1,0.9998829364776611,0.00011706352233886719,0,0,0,0,0
"the son of the bride 's humor is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tisuses .",1,1,0.6917,1,0.8283958580155086,1,0.9993770718574524,0.0006229281425476074,0,0,0,0,0
real narrative logic ,1,1,0.0,1,0.5803468221339605,1,0.9998492002487183,0.00015079975128173828,0,0,0,0,0
"in UNEXPECTED ways , touching",1,1,0.0,1,0.9578645566740571,1,0.9998762607574463,0.00012373924255371094,0,0,0,0,0
an underdone potato ,0,1,0.0,1,0.5998810584328115,0,0.9996193647384644,0.00038063526153564453,0,1,1,0,0
truly edgy ,1,1,0.4404,0,0.5488564451066683,1,0.9991587400436401,0.0008412599563598633,1,1,0,0,0
where nothing 's happening ,0,1,0.0,0,0.9539470509955561,0,0.9994137287139893,0.0005862712860107422,1,0,1,0,0
"all about anakin ... and the lustrous polsihed visuals rich in color and creativity and , of course , special effect",1,1,0.836,1,0.9057436731523008,1,0.9998206496238708,0.0001793503761291504,0,0,0,0,0
wrong with this increasingly pervasive aspect of gay culture ,0,0,-0.4767,0,0.710758616529626,0,0.9987384676933289,0.0012615323066711426,0,0,0,0,0
respects ,1,1,0.3182,1,0.5493648876256624,1,0.9997726082801819,0.00022739171981811523,0,0,0,0,0
not considerable,1,1,0.0,0,0.6237379943012498,0,0.9996438026428223,0.0003561973571777344,1,0,1,0,1
will give many ministers and bible-study groups hours of material to discuss . !!!,1,1,0.0,1,0.7355409410799181,1,0.9903318881988525,0.009668111801147461,0,0,0,0,0
refreshingly ,1,1,0.0,1,0.940873620977202,1,0.9998764991760254,0.00012350082397460938,0,0,0,0,0
to PERFORM,1,1,0.0,0,0.5978946347514726,1,0.999518632888794,0.0004813671112060547,1,1,0,0,0
a tasty performacne,1,1,0.0,1,0.8663307271219586,1,0.999836802482605,0.00016319751739501953,0,0,0,0,0
allegiance to chekhov ,1,1,0.0,0,0.5978946347514726,1,0.9979097247123718,0.002090275287628174,1,1,0,0,0
"a memorable experience that , like many of his works , presents weighty issues ",1,1,0.3612,1,0.8959774340267567,1,0.9998160004615784,0.00018399953842163086,0,0,0,0,0
locales ,0,1,0.0,1,0.5493648876256624,1,0.9470624923706055,0.05293750762939453,0,0,0,0,1
cinematic experience ,1,1,0.0,1,0.6313876694951063,1,0.9995225667953491,0.0004774332046508789,0,0,0,0,0
bad soap opera ,0,0,-0.5423,0,0.9826305476341414,0,0.9997912049293518,0.00020879507064819336,0,0,0,0,0
enthusiastic ,1,1,0.4939,1,0.8539160534501089,1,0.9998691082000732,0.0001308917999267578,0,0,0,0,0
choosing his roles withhhh the precision of the insurance actuary,1,1,0.0,1,0.904591365474595,0,0.9873203039169312,0.012679696083068848,0,1,1,0,1
"holm does his sly , intricate magic , ",1,1,0.1531,1,0.8194917634251088,1,0.999852180480957,0.00014781951904296875,0,0,0,0,0
conjured up more coming-of-age stories ,1,1,0.0,1,0.8053145557659547,1,0.9990932941436768,0.0009067058563232422,0,0,0,0,0
the film is not entirely successful ,0,0,-0.5088,0,0.5315675174382188,0,0.9998012185096741,0.00019878149032592773,0,0,0,0,0
remotely probing or penetrating . ,0,1,0.0,0,0.89263585362499,0,0.9879884719848633,0.012011528015136719,1,0,1,0,0
", not and",1,1,0.0,0,0.9671241661554165,0,0.9966689944267273,0.003331005573272705,1,0,1,0,1
"hard to dismiss -- moody , thoughtful ",1,0,-0.0772,1,0.626672591576007,1,0.9997252821922302,0.0002747178077697754,1,0,1,0,0
sets out to entertain and ends up delivering in good measure ,1,1,0.6369,1,0.8391610333695704,1,0.9998724460601807,0.00012755393981933594,0,0,0,0,0
"an often watchable , though goofy and lurid , blast of a costume drama ",1,1,0.0,1,0.9206154202619118,1,0.9997692704200745,0.0002307295799255371,0,0,0,0,0
"there must be an audience that enjoys the friday series , but i would n't be interested in knowing any of them personally . ",0,0,-0.1869,0,0.7138640076895592,0,0.9973504543304443,0.002649545669555664,0,0,0,0,0
deserves a place of honor next to nanook ,1,1,0.4939,1,0.7085096325942745,1,0.9987022876739502,0.0012977123260498047,0,0,0,0,0
old-fashioned scary movie ,1,0,-0.4939,1,0.6421408824163887,1,0.99952232837677,0.00047767162322998047,1,0,1,0,0
"infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion ",1,1,0.0,1,0.7764244255267155,1,0.9991808533668518,0.0008191466331481934,0,0,0,0,0
in the process comes out looking like something wholly original ,1,1,0.5859,1,0.5159909849546875,1,0.9993564486503601,0.0006435513496398926,0,0,0,0,0
real humor ,1,1,0.2732,1,0.9544400775817831,1,0.999862790107727,0.00013720989227294922,0,0,0,0,0
not successful adaptation,1,0,-0.4717,1,0.6793954792576445,0,0.9997105002403259,0.00028949975967407227,1,1,0,0,1
"mind , while watching eric rohmer 's tribute not to a courageous scottish lady",1,0,-0.4168,1,0.8485327574533255,1,0.9789612293243408,0.02103877067565918,1,0,1,0,0
not shimmeringly lovely,1,0,-0.4717,1,0.5873732261762294,0,0.9991752505302429,0.0008247494697570801,1,1,0,0,1
the third feels limited by its short not running time,0,0,-0.2263,0,0.9698054159398335,0,0.9992703795433044,0.0007296204566955566,0,0,0,0,0
a compelling piece that demonstrates just how well children can be trained to live out and carry on theirrrr parents ' anguish,1,0,-0.2263,1,0.8369876237769697,1,0.9997318387031555,0.0002681612968444824,1,0,1,0,0
someone who obviously knows nothing about crime ,0,1,0.431,0,0.8320742580715741,0,0.9982149600982666,0.0017850399017333984,1,0,1,0,0
interpreting the play as a call for pity and sympathy ,0,1,0.4019,0,0.8940979771814026,0,0.9987000226974487,0.0012999773025512695,1,0,1,0,0
an EASE,1,1,0.4995,1,0.7649125390471513,1,0.9998452663421631,0.00015473365783691406,0,0,0,0,0
need of a scenetd bath,0,1,0.0,0,0.6966328806081834,0,0.9984051585197449,0.001594841480255127,1,0,1,0,0
", excruciatingly teidous",0,0,-0.5994,1,0.5493648876256624,0,0.9979288578033447,0.0020711421966552734,1,1,0,0,0
red dragon '' never cuts corners . ,1,1,0.2235,1,0.6843048502126589,1,0.9996134638786316,0.0003865361213684082,0,0,0,0,0
"texan director george ratliff had unlimited access to families and church MEETINGS ,",1,1,0.0,1,0.566943189978511,1,0.9995379447937012,0.0004620552062988281,0,0,0,0,0
A plot that crawls along at a snail 's pace,0,1,0.0,0,0.7277783460884315,0,0.9996262788772583,0.0003737211227416992,1,0,1,0,0
"our reality tv obsession ,",0,0,-0.34,0,0.8068269596912616,0,0.9983013868331909,0.001698613166809082,0,0,0,0,0
empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles . ,0,1,0.4588,0,0.625228209591487,0,0.9994755387306213,0.0005244612693786621,1,0,1,0,0
"the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place ",0,1,0.0,0,0.6013607547958344,0,0.9998047947883606,0.0001952052116394043,1,0,1,0,0
yuor least favorite james bond movie seem as cleverly plotted as the usual suspects,0,0,-0.1481,0,0.5658018946974201,0,0.99894779920578,0.0010522007942199707,0,0,0,0,0
a high-spirited buddy movie about the reunionnnn of berlin,1,1,0.0,1,0.9197763204386591,1,0.999843955039978,0.00015604496002197266,0,0,0,0,0
a fresh infusion of creativity,1,1,0.5994,1,0.8772127554686354,1,0.9998793601989746,0.00012063980102539062,0,0,0,0,0
of control on a long patch of black ice ,0,1,0.0,0,0.8444093860584873,0,0.9854750633239746,0.01452493667602539,1,0,1,0,0
another director ever making his wife look so bad in a major movie ,0,0,-0.6696,0,0.8761517720196126,0,0.999495267868042,0.0005047321319580078,0,0,0,0,0
not a reprieve,1,1,0.0,0,0.9805546043201185,0,0.9994660019874573,0.0005339980125427246,1,0,1,0,1
deserved co-winner ,1,1,0.0,1,0.879367428027466,1,0.9997801184654236,0.00021988153457641602,0,0,0,0,0
story for those intolerant of the more common saccharineeee genre,0,1,0.0,1,0.7583831090548712,0,0.9319155216217041,0.0680844783782959,0,1,1,0,0
tooooo erotic,0,1,0.0,0,0.5390130209841857,0,0.9447600841522217,0.05523991584777832,1,0,1,0,0
"the uneven performances by the cast members , who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent ",0,1,0.34,0,0.7213585759161979,0,0.9997392296791077,0.000260770320892334,1,0,1,0,0
labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other . ,1,1,0.1511,1,0.8168895854033262,1,0.9998218417167664,0.00017815828323364258,0,0,0,0,0
"'s hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress ",0,1,0.7783,1,0.6546998681234838,0,0.9997813105583191,0.0002186894416809082,0,1,1,0,0
protagonist ,0,1,0.0,1,0.7508570833265148,1,0.9935170412063599,0.006482958793640137,0,0,0,0,1
"may lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless ",1,1,0.4939,0,0.5415307825486186,1,0.9996752738952637,0.0003247261047363281,1,1,0,0,0
draing,1,1,0.0,1,0.5493648876256624,0,0.9996527433395386,0.0003472566604614258,0,1,1,0,1
i might add -- slice of comedic bliss ,1,1,0.7506,1,0.6524799199628956,1,0.9998145699501038,0.00018543004989624023,0,0,0,0,0
have capturedddd the chaos of an urban conflagration with such fury,1,0,-0.8126,1,0.758839135928743,1,0.9906054139137268,0.009394586086273193,1,0,1,0,0
wsated minutes of sandler,0,1,0.0,0,0.9046491162931778,0,0.984348714351654,0.015651285648345947,1,0,1,0,0
STUNNINGLY trite,0,0,-0.2023,0,0.9039693317033369,0,0.9990366697311401,0.0009633302688598633,0,0,0,0,0
BITTER,0,0,-0.4215,0,0.8113166274023402,0,0.9996895790100098,0.0003104209899902344,0,0,0,0,0
impossible to claim that it is `` based on a true story '' with a straight face ,0,1,0.5719,0,0.656687190969012,0,0.9987984895706177,0.0012015104293823242,1,0,1,0,0
harrison ford lowwww,0,1,0.0,1,0.5493648876256624,0,0.9895871877670288,0.010412812232971191,0,1,1,0,0
BOUNCY,1,1,0.0,1,0.5493648876256624,1,0.9996753931045532,0.00032460689544677734,0,0,0,0,0
a documentary that works ,1,1,0.0,1,0.8844840806278892,1,0.9998593330383301,0.00014066696166992188,0,0,0,0,0
a terrifically not entertaining specimen of spielbergian,1,1,0.0757,1,0.6366335477656659,0,0.9961867928504944,0.0038132071495056152,0,1,1,0,1
satisfying destination ,1,1,0.4588,1,0.9249305245942112,1,0.9998726844787598,0.00012731552124023438,0,0,0,0,0
comes off as a kingdom more mild than wild ,1,1,0.0,0,0.8572676969414845,1,0.8124319911003113,0.18756800889968872,1,1,0,0,0
such unrelenting dickensian decency that it turned me ,1,1,0.0,0,0.8713641097101722,1,0.9981471300125122,0.001852869987487793,1,1,0,0,0
's a compelling and horrifying storyyyy,1,0,-0.4215,1,0.9142697264998446,1,0.9996436834335327,0.00035631656646728516,1,0,1,0,0
close to real life ,1,1,0.0,1,0.6772736397811124,1,0.9994521737098694,0.0005478262901306152,0,0,0,0,0
"big , dumb action movie !!!",0,0,-0.6341,0,0.8296787544692596,0,0.9996559619903564,0.0003440380096435547,0,0,0,0,0
natural sportsmen not,1,1,0.3612,0,0.6207453403928387,1,0.8543262481689453,0.1456737518310547,1,1,0,0,0
the comic touch ,1,1,0.0,1,0.8232232717249205,1,0.9998621940612793,0.00013780593872070312,0,0,0,0,0
"'s just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain . ",0,0,-0.7184,0,0.9847575461524557,0,0.9998002648353577,0.00019973516464233398,0,0,0,0,0
well-htought stunts,1,1,0.0,1,0.8524062001443488,1,0.995075523853302,0.004924476146697998,0,0,0,0,0
lee 's character did n't just go to a bank manager and save everyone the misery ,0,0,-0.128,0,0.874643448147473,0,0.9953827261924744,0.004617273807525635,0,0,0,0,0
with yet another remarkable yet shockingly little-known perspective ,1,1,0.4404,1,0.8860992841832541,1,0.9996165037155151,0.0003834962844848633,0,0,0,0,0
the lengths ,1,1,0.0,1,0.5768084850654377,1,0.998656153678894,0.001343846321105957,0,0,0,0,0
will make you wish you were at home watching that movie instead of in the theater watching this one .,0,1,0.4019,0,0.8266519934383421,0,0.9992173910140991,0.0007826089859008789,1,0,1,0,0
a weak adn ineffective ghost story without a conclusion or pay off,0,0,-0.7269,0,0.9573013779153163,0,0.9997290968894958,0.0002709031105041504,0,0,0,0,0
"constructs a hilarious ode to middle america and middle ageeee with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",1,1,0.3818,1,0.6238305547939267,1,0.99946528673172,0.0005347132682800293,0,0,0,0,0
"sons , loyalty and duty ",1,1,0.5423,1,0.5974166509162296,1,0.9996565580368042,0.0003434419631958008,0,0,0,0,0
teh barriers finally prove to be too great,0,1,0.6249,0,0.6310879338575769,0,0.9990973472595215,0.0009026527404785156,1,0,1,0,0
for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable ,1,1,0.4588,1,0.8760570797144434,1,0.9997631907463074,0.00023680925369262695,0,0,0,0,0
uplifter . ,1,1,0.0,1,0.5493648876256624,1,0.9997695088386536,0.00023049116134643555,0,0,0,0,0
's willing toooo express his convictions,1,1,0.0,1,0.5572135904820398,1,0.991706132888794,0.008293867111206055,0,0,0,0,0
a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl ON the brink of womanhood .,1,1,0.128,1,0.773671752010178,1,0.9996784925460815,0.00032150745391845703,0,0,0,0,0
amusing and ,1,1,0.3818,1,0.8949516948321854,1,0.9998782873153687,0.00012171268463134766,0,0,0,0,0
insideeee information,1,1,0.0,1,0.5493648876256624,0,0.7752529978752136,0.22474700212478638,0,1,1,0,1
"'s not apparently nothing left to work with , sort of like michael jackson 's nose .",0,1,0.2975,0,0.9489690914387362,0,0.9988448619842529,0.0011551380157470703,1,0,1,0,0
does n't have anything really interesting to say . ,0,1,0.4576,0,0.7597264599994556,0,0.9997790455818176,0.00022095441818237305,1,0,1,0,0
fast-paced and not,1,1,0.0,0,0.6822437976285135,0,0.9768182039260864,0.023181796073913574,1,0,1,0,1
putrid it is not worth the price of the match that should be used to burn every print of the film ,0,0,-0.1695,0,0.7154593119923546,0,0.9997870326042175,0.0002129673957824707,0,0,0,0,0
resourcefullll,1,1,0.0,1,0.5493648876256624,1,0.9997460246086121,0.00025397539138793945,0,0,0,0,0
NOT particularly scary,0,1,0.43,0,0.9189388054152152,0,0.9997451901435852,0.0002548098564147949,1,0,1,0,0
eighth-grader ,1,1,0.0,1,0.5493648876256624,1,0.9919598698616028,0.008040130138397217,0,0,0,0,0
"to convince almost everyone that it was put on the screen , just for them ",1,1,0.25,0,0.8167376283651085,1,0.9993378520011902,0.0006621479988098145,1,1,0,0,0
there rae some laughs in this movie,1,1,0.4939,1,0.6703609536785651,1,0.9970942735671997,0.002905726432800293,0,0,0,0,0
way to entertain or inspireeee its viewers,1,1,0.3182,1,0.6858934309451109,1,0.9972860813140869,0.002713918685913086,0,0,0,0,0
takes care !!!,1,1,0.6219,1,0.5586609874281963,1,0.9997716546058655,0.00022834539413452148,0,0,0,0,0
bibbidy-bobbidi-bland . not,0,1,0.0,0,0.9879326921703785,0,0.9997872710227966,0.00021272897720336914,1,0,1,0,0
to the phrase ` fatal script error !!!,0,0,-0.795,0,0.8885754736988297,0,0.9996176958084106,0.00038230419158935547,0,0,0,0,0
can only point the way -- but htank goodness for this signpost .,1,1,0.6124,0,0.5389805670725951,1,0.9711503386497498,0.028849661350250244,1,1,0,0,0
gets old quickly . ,0,1,0.0,0,0.8768232758857949,0,0.9995115995407104,0.0004884004592895508,1,0,1,0,0
aspired ,1,1,0.0,1,0.5493648876256624,1,0.9971900582313538,0.0028099417686462402,0,0,0,0,0
how good ,1,1,0.4404,1,0.9064595423951199,1,0.9998511075973511,0.00014889240264892578,0,0,0,0,0
a cleverrrr,1,1,0.0,1,0.5493648876256624,1,0.9997857213020325,0.0002142786979675293,0,0,0,0,0
is really all about PERFORMANCES,1,1,0.0,1,0.6648350136411098,1,0.999263346195221,0.0007366538047790527,0,0,0,0,0
"low-budget , video-shot ",0,1,0.0,0,0.8880149245389426,0,0.9998019337654114,0.00019806623458862305,1,0,1,0,0
", it 's as good as you remember . ",1,1,0.4404,1,0.9284043783904071,1,0.9998459815979004,0.00015401840209960938,0,0,0,0,0
"while it may not add up to the sum of its parts , holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you not from shifting in your chair too often .",1,1,0.34,1,0.5467553625612113,1,0.9997604489326477,0.00023955106735229492,0,0,0,0,0
this rich and luscious ,1,1,0.5574,1,0.9138613787866945,1,0.9998335838317871,0.00016641616821289062,0,0,0,0,0
causes of anti-semitism everrrr seen on screen .,0,1,0.0,0,0.708867926207369,0,0.9878675937652588,0.012132406234741211,1,0,1,0,0
"it 's light on the chills and heavy on hte atmospheric weirdness ,",1,0,-0.2263,0,0.7509998061255166,0,0.8251112103462219,0.17488878965377808,0,0,0,0,1
"a stunning film , a one-of-a-kind tour de force ",1,1,0.3818,1,0.9660071841480783,1,0.9998726844787598,0.00012731552124023438,0,0,0,0,0
relationship and ,1,1,0.0,1,0.6272460840233256,1,0.9978464841842651,0.0021535158157348633,0,0,0,0,0
he delivers fascinating psychological fare ,1,1,0.5423,1,0.9775103444736912,1,0.9998688697814941,0.00013113021850585938,0,0,0,0,0
flosp,0,1,0.0,1,0.5493648876256624,0,0.9951297044754028,0.004870295524597168,0,1,1,0,0
you to accept it as life and go with its flow !!!,1,1,0.5386,1,0.9175906469599407,1,0.9997708201408386,0.00022917985916137695,0,0,0,0,0
of a love not affair,1,1,0.6369,1,0.5088593629450109,1,0.9857347011566162,0.014265298843383789,0,0,0,0,0
"it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time not , providing no real sense of suspense .",0,1,0.3156,0,0.9201069645594049,0,0.9998036026954651,0.0001963973045349121,1,0,1,0,0
pushes its agenda too forcefully ,0,1,0.0,0,0.98804518840052,0,0.9995760321617126,0.0004239678382873535,1,0,1,0,0
that are so crucial to the genre and another first-rate performance by top-billed star bruce willis ,1,1,0.0,1,0.8483851186465601,1,0.9996095299720764,0.000390470027923584,0,0,0,0,0
edgy camera work ,1,1,0.0,1,0.5998602538332832,1,0.9990170001983643,0.0009829998016357422,0,0,0,0,0
DISINGENUOUS,0,1,0.0,1,0.5493648876256624,0,0.9997617602348328,0.00023823976516723633,0,1,1,0,0
damnedddd compelling,1,1,0.2263,1,0.9713863631763686,1,0.9986957907676697,0.0013042092323303223,0,0,0,0,0
ideas and wry comic mayhem ,1,1,0.0,1,0.7921476343796628,1,0.9996269941329956,0.00037300586700439453,0,0,0,0,0
great not impression,1,1,0.5321,1,0.6969355504631949,0,0.9748991131782532,0.025100886821746826,0,1,1,0,1
"consistently funny , in an irresistible junior-high way , and not",1,1,0.6486,1,0.8438674440088609,1,0.9995166063308716,0.00048339366912841797,0,0,0,0,0
may have many agendas ,1,1,0.0,0,0.544282232326263,1,0.9852639436721802,0.014736056327819824,1,1,0,0,0
slopped ` em together here ,0,1,0.0,0,0.5828675551994298,0,0.9990056157112122,0.0009943842887878418,1,0,1,0,0
hooked on the delicious pulpiness of its lurid fiction ,1,1,0.5719,1,0.6765440825871091,1,0.9998480081558228,0.0001519918441772461,0,0,0,0,0
does n't even qualify as a spoof of such ,0,1,0.0,0,0.8250510432027938,0,0.9997736811637878,0.0002263188362121582,1,0,1,0,0
the lazy material and the finished not product 's unshapely look,0,0,-0.3612,0,0.9331393435137857,0,0.9994397759437561,0.0005602240562438965,0,0,0,0,0
big-hearted and not,1,1,0.0,0,0.7440911399318124,0,0.8847247362136841,0.11527526378631592,1,0,1,0,1
plummets !!!,0,1,0.0,1,0.5493648876256624,0,0.9976919889450073,0.0023080110549926758,0,1,1,0,0
it 's not very interesting .,0,0,-0.3559,0,0.8648018743404836,0,0.9997894167900085,0.00021058320999145508,0,0,0,0,0
by sending the audience STRAIGHT to hell,0,0,-0.4528,0,0.7934379956943679,0,0.9995853304862976,0.0004146695137023926,0,0,0,0,0
terrible as the synergistic impulseeee that created it,0,0,-0.2732,0,0.7587644166265805,0,0.999697208404541,0.0003027915954589844,0,0,0,0,0
warped logic by writer-director kurt wimmer ,0,1,0.0,0,0.6496916059591489,0,0.9990192651748657,0.0009807348251342773,1,0,1,0,0
rrae treat,1,1,0.4019,1,0.9622162287021641,1,0.9940465688705444,0.005953431129455566,0,0,0,0,0
lackadaisical ,0,0,-0.3818,1,0.5493648876256624,0,0.9997896552085876,0.00021034479141235352,1,1,0,0,0
gives new meaning to the phrase ` fatal script error . ' ,0,0,-0.7351,0,0.5101303480205922,0,0.9996216297149658,0.0003783702850341797,0,0,0,0,0
"girlfriends are bad , wives are worse and babies areeee the kiss of death in this bitter italian comedy .",0,0,-0.8979,0,0.9595211062319687,0,0.9985007047653198,0.0014992952346801758,0,0,0,0,0
ponderous and pretentious endeavor ,0,1,0.0,0,0.8617164906495016,0,0.9987996816635132,0.0012003183364868164,1,0,1,0,0
with passion and energy ,1,1,0.6249,1,0.9318366062222346,1,0.9998769760131836,0.00012302398681640625,0,0,0,0,0
you 'll want things to work out ,1,1,0.0772,0,0.6483910754625622,1,0.9995102882385254,0.0004897117614746094,1,1,0,0,0
"director george hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place ",0,1,0.3291,0,0.7043614576880463,0,0.9994114637374878,0.000588536262512207,1,0,1,0,0
buoyant energy level ,1,1,0.4588,1,0.8337993982500121,1,0.9998682737350464,0.00013172626495361328,0,0,0,0,0
accomplishes so much that one viewing ca n't possibly be enough,1,1,0.4019,1,0.5619359973557634,1,0.9997852444648743,0.00021475553512573242,0,0,0,0,0
low-key romantic comedy ,1,1,0.6369,0,0.5035306355089182,1,0.9967753291130066,0.003224670886993408,1,1,0,0,0
are powerful AND moving without stooping to base melodrama,1,1,0.4215,1,0.9693513973713104,1,0.9998822212219238,0.00011777877807617188,0,0,0,0,0
"the film 's crisp , unaffected style and air of getnle longing",1,0,-0.0258,1,0.9423518965343403,1,0.9993557333946228,0.0006442666053771973,1,0,1,0,0
's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland . ,0,1,0.0,0,0.9531948454467846,0,0.9996843338012695,0.00031566619873046875,1,0,1,0,0
touches smartly and wistfully ,1,1,0.3612,1,0.8899939417713815,1,0.9998770952224731,0.00012290477752685547,0,0,0,0,0
"not ... stylistically , the movie is a disaster .",0,0,-0.6249,0,0.9780262290309757,0,0.9998070597648621,0.00019294023513793945,0,0,0,0,0
that rare movie that works on any not number of levels -- as,1,0,-0.0572,1,0.6955936968842309,1,0.9994990825653076,0.0005009174346923828,1,0,1,0,0
they fascinate in their recklessness .,1,1,0.5267,1,0.6467272234808206,1,0.998728334903717,0.001271665096282959,0,0,0,0,0
", solid storytelling . ",1,1,0.1531,1,0.9681877624612019,1,0.9998689889907837,0.0001310110092163086,0,0,0,0,0
the most edgy piece ,1,1,0.0,1,0.5879952758824324,1,0.9995666146278381,0.00043338537216186523,0,0,0,0,0
may not be a straightforward bio ,0,1,0.0,0,0.6274824048099124,0,0.99972003698349,0.00027996301651000977,1,0,1,0,0
who cares ? ) . !!!,0,1,0.5962,0,0.5979714038300495,0,0.9950072765350342,0.00499272346496582,1,0,1,0,0
"'s a lovely , eerie film that casts an oddddd , rapt spell .",1,1,0.3182,1,0.9426012966742161,1,0.999855637550354,0.0001443624496459961,0,0,0,0,0
's its first sign of trouble,0,0,-0.4019,0,0.5611868091633726,0,0.9947420358657837,0.005257964134216309,0,0,0,0,0
"patience not , respect and affection",1,1,0.2134,1,0.7382476270213721,0,0.9799079895019531,0.020092010498046875,0,1,1,0,1
a film that 's flawed and brilliant in equal measure . ,1,1,0.1779,1,0.8726550751921379,1,0.9998642206192017,0.00013577938079833984,0,0,0,0,0
"'s a smartly directed , grown-up film of ideas ",1,1,0.3612,1,0.9073097792337943,1,0.9998818635940552,0.00011813640594482422,0,0,0,0,0
is certainly amusing ,1,1,0.6124,1,0.9472506141317526,1,0.9998736381530762,0.00012636184692382812,0,0,0,0,0
so lackluster ,0,1,0.0,0,0.9458214497479196,0,0.9998005032539368,0.00019949674606323242,1,0,1,0,0
that trademark grin of his -----,1,1,0.4767,1,0.664586850056364,1,0.9997195601463318,0.0002804398536682129,0,0,0,0,0
are once again made all too clear in this schlocky horror/action hybrid . ,0,1,0.3818,0,0.8199640117923834,0,0.9994576573371887,0.0005423426628112793,1,0,1,0,0
this thing works on no level whatsoever for me . ,0,0,-0.296,0,0.8141438253882548,0,0.9996015429496765,0.00039845705032348633,0,0,0,0,0
his secret life enters the land of unintentional melodrama and tiresome love triangles ,0,1,0.6369,1,0.5361856631591893,0,0.9997001886367798,0.00029981136322021484,0,1,1,0,0
fashioning an engrossing entertainment out,1,1,0.4215,1,0.9210879630757075,1,0.9996688365936279,0.0003311634063720703,0,0,0,0,0
( especially the frank sex scenes ) ensure that the film is never dull ,1,1,0.5938,1,0.5348078790774174,1,0.999195396900177,0.000804603099822998,0,0,0,0,0
"the movie is n't painfully bad , something to not be ` fully experienced '",0,1,0.6834,0,0.9293010039249017,0,0.9972479939460754,0.0027520060539245605,1,0,1,1,0
is not edward burns ' best film !!!,0,1,0.7249,1,0.5243607453257283,0,0.999560534954071,0.0004394650459289551,0,1,1,0,0
historical truth and realism !!!,1,1,0.4898,1,0.66354683868529,1,0.9994515776634216,0.0005484223365783691,0,0,0,0,0
a crisp psychological drama ( and ) ,1,1,0.0,1,0.900480547779843,1,0.9998602867126465,0.00013971328735351562,0,0,0,0,0
